primary_title,runtime_minutes,genres,average_rating,num_votes,directors,writers,studio,year,release_date,production_budget,domestic_gross,worldwide_gross,foreign_gross,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,music,musical,mystery,romance,sci_fi,sport,thriller,war,western
The Infiltrator,127.0,"['Biography', 'Crime', 'Drama']",7.0,61547.0,nm1026778,"nm5984688,nm2452397",BG,2016,2016-07-13,47500000.0,15436808.0,20718104.0,5281296.0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Passengers,116.0,"['Drama', 'Romance', 'Sci-Fi']",7.0,311083.0,nm0878763,nm3123612,Sony,2016,2016-12-21,110000000.0,100014699.0,302239672.0,202224973.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Black Mass,123.0,"['Biography', 'Crime', 'Drama']",6.9,155847.0,nm0178376,"nm3286851,nm0125336,nm3251662,nm3238883",WB,2015,2015-09-18,53000000.0,62575678.0,98837872.0,36262194.0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Extra Man,108.0,['Comedy'],5.9,4580.0,"nm0075849,nm0700301","nm0700301,nm0024718,nm0075849",Magn.,2010,2010-07-30,7000000.0,453377.0,492108.0,38731.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tomb Raider,119.0,"['Action', 'Adventure', 'Fantasy']",6.3,163560.0,nm1012385,"nm4039044,nm3322414,nm2489193,nm1897248,nm2824501",WB,2018,2018-03-16,90000000.0,58250803.0,273477501.0,215226698.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Sitter,81.0,['Comedy'],5.7,65575.0,nm0337773,"nm2651299,nm0848966",Fox,2011,2011-12-09,25000000.0,30542576.0,38749404.0,8206828.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Cold Light of Day,93.0,"['Action', 'Thriller']",4.9,33039.0,nm1333798,"nm0007045,nm2275309",LG/S,2012,2012-09-07,20000000.0,3763583.0,25361206.0,21597623.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Cloud Atlas,172.0,"['Action', 'Drama', 'Mystery']",7.4,326473.0,"nm0878756,nm0905152,nm0905154","nm3290967,nm0905154,nm0878756,nm0905152,nm4339295",WB,2012,2012-10-26,102000000.0,27108272.0,130673154.0,103564882.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
This Is Where I Leave You,103.0,"['Comedy', 'Drama']",6.6,65202.0,nm0506613,nm2267086,WB,2014,2014-09-19,20000000.0,34296320.0,41296320.0,7000000.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Made in Dagenham,113.0,"['Biography', 'Comedy', 'Drama']",7.2,13121.0,nm0170719,nm0412470,SPC,2010,2010-11-19,8000000.0,1095369.0,15644196.0,14548827.0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Pride and Prejudice and Zombies,108.0,"['Action', 'Comedy', 'Horror']",5.8,46187.0,nm0824882,"nm0824882,nm0000807,nm0334381",SGem,2016,2016-02-05,28000000.0,10907291.0,16638300.0,5731009.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Inception,148.0,"['Action', 'Adventure', 'Sci-Fi']",8.8,1841066.0,nm0634240,nm0634240,WB,2010,2010-07-16,160000000.0,292576195.0,835524642.0,542948447.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Grown Ups,102.0,['Comedy'],6.0,210377.0,nm0240797,"nm0001191,nm0937748",Sony,2010,2010-06-25,75000000.0,162001186.0,272223430.0,110222244.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Adjustment Bureau,106.0,"['Romance', 'Sci-Fi', 'Thriller']",7.1,227616.0,nm1079776,"nm1079776,nm0001140",Uni.,2011,2011-03-04,50200000.0,62495645.0,126931325.0,64435680.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
Cop Out,107.0,"['Action', 'Comedy', 'Crime']",5.6,81656.0,nm0003620,"nm0191523,nm0191502",WB,2010,2010-02-26,37000000.0,44875481.0,55909910.0,11034429.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Other Guys,107.0,"['Action', 'Comedy', 'Crime']",6.7,221664.0,nm0570912,"nm0570912,nm0376260",Sony,2010,2010-08-06,100000000.0,119219978.0,170936470.0,51716492.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Suicide Squad,123.0,"['Action', 'Adventure', 'Fantasy']",6.0,533039.0,nm0043742,"nm0043742,nm1694619",WB,2016,2016-08-05,175000000.0,325100054.0,746059887.0,420959833.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Total Recall,118.0,"['Action', 'Adventure', 'Mystery']",6.3,228460.0,nm0936482,"nm0934483,nm0093560,nm0795953,nm0639321,nm0693956,nm0325778",Sony,2012,2012-08-03,125000000.0,58877969.0,211856088.0,152978119.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Downsizing,135.0,"['Drama', 'Sci-Fi']",5.7,74815.0,nm0668247,"nm0668247,nm0852591",Par.,2017,2017-12-22,68000000.0,24449754.0,54462971.0,30013217.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
We Bought a Zoo,124.0,"['Comedy', 'Drama', 'Family']",7.1,126849.0,nm0001081,"nm0112459,nm0001081,nm3349167",Fox,2011,2011-12-23,50000000.0,75624550.0,118729073.0,43104523.0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
When the Bough Breaks,107.0,"['Crime', 'Drama', 'Horror']",5.1,4729.0,nm0143984,nm3357261,SGem,2016,2016-09-09,10000000.0,29747603.0,30768449.0,1020846.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
In the Heart of the Sea,122.0,"['Action', 'Adventure', 'Biography']",6.9,108628.0,nm0000165,"nm0495378,nm0415425,nm0798646,nm1090930",WB,2015,2015-12-11,100000000.0,25020758.0,89693309.0,64672551.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Hunger Games,142.0,"['Action', 'Adventure', 'Sci-Fi']",7.2,795227.0,nm0002657,"nm0002657,nm1056741,nm0712753",LGF,2012,2012-03-23,80000000.0,408010692.0,677923379.0,269912687.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Mad Max: Fury Road,120.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,780910.0,nm0004306,"nm0004306,nm0565068,nm0490147",WB,2015,2015-05-15,150000000.0,153636354.0,370098020.0,216461666.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Marmaduke,87.0,"['Comedy', 'Family']",4.2,13283.0,nm0223359,"nm0711422,nm0224084,nm1685870,nm3688945",Fox,2010,2010-06-04,50000000.0,33644788.0,89895930.0,56251142.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Prisoners,153.0,"['Crime', 'Drama', 'Mystery']",8.1,526273.0,nm0898288,nm3360706,WB,2013,2013-09-20,46000000.0,61002302.0,113402302.0,52400000.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
It,135.0,"['Horror', 'Thriller']",7.4,359123.0,nm0615592,"nm1286060,nm1560977,nm2477891,nm0000175",WB (NL),2017,2017-09-08,35000000.0,327481748.0,697457969.0,369976221.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Taken 2,92.0,"['Action', 'Thriller']",6.3,273106.0,nm0576298,"nm0000108,nm0436543",Fox,2012,2012-10-05,45000000.0,139854287.0,377807404.0,237953117.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Journey 2: The Mysterious Island,94.0,"['Action', 'Adventure', 'Comedy']",5.8,83507.0,nm0679031,"nm0348160,nm0348208,nm0653693,nm0894523",WB (NL),2012,2012-02-10,79000000.0,103860290.0,318146162.0,214285872.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Straight Outta Compton,147.0,"['Biography', 'Drama', 'History']",7.9,165307.0,nm0336620,"nm6707680,nm0075696,nm0767655,nm0921023",Uni.,2015,2015-08-14,28000000.0,161197785.0,202182981.0,40985196.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Transformers: Dark of the Moon,154.0,"['Action', 'Adventure', 'Sci-Fi']",6.2,366409.0,nm0000881,nm0472567,P/DW,2011,2011-06-29,195000000.0,352390543.0,1123790543.0,771400000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Winter's Bone,100.0,"['Drama', 'Mystery']",7.2,127751.0,nm0335138,"nm0335138,nm1367893,nm0940410",RAtt.,2010,2010-06-11,2000000.0,6531503.0,16131551.0,9600048.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Unknown,113.0,"['Action', 'Mystery', 'Thriller']",6.9,235167.0,nm1429471,"nm0124700,nm0180508,nm0885857",WB,2011,2011-02-18,40000000.0,63686397.0,136123083.0,72436686.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Happy Feet Two,100.0,"['Adventure', 'Animation', 'Comedy']",5.9,38396.0,"nm0004306,nm0248495,nm1668276","nm0004306,nm0248495,nm0171253,nm0515282,nm0171722,nm0606688",WB,2011,2011-11-18,135000000.0,64006466.0,157956466.0,93950000.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wolves,91.0,"['Action', 'Fantasy', 'Horror']",5.3,7312.0,nm0371684,nm0371684,KE,2014,2014-11-14,18000000.0,0.0,94953.0,94953.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
True Grit,110.0,"['Adventure', 'Drama', 'Western']",7.6,284034.0,"nm0001053,nm0001054","nm0001054,nm0001053,nm0692427",Par.,2010,2010-12-22,35000000.0,171243005.0,252276928.0,81033923.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Remember Me,113.0,"['Drama', 'Romance']",7.1,129443.0,nm0002339,nm3391497,Sum.,2010,2010-03-12,16000000.0,19068240.0,56506120.0,37437880.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
For Colored Girls,133.0,['Drama'],6.1,6728.0,nm1347153,"nm1347153,nm0788110",LGF,2010,2010-11-05,21000000.0,37729698.0,38017873.0,288175.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Just Wright,100.0,"['Comedy', 'Romance', 'Sport']",5.9,12466.0,nm1065402,nm0254288,FoxS,2010,2010-05-14,12000000.0,21540363.0,21867665.0,327302.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Star Trek Into Darkness,132.0,"['Action', 'Adventure', 'Sci-Fi']",7.7,445535.0,nm0009190,"nm0649460,nm0476064,nm0511541,nm0734472",Par.,2013,2013-05-16,190000000.0,228778661.0,467381584.0,238602923.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Ride Along,99.0,"['Action', 'Comedy', 'Crime']",6.2,94529.0,nm1103162,"nm0177637,nm1727621,nm0006534,nm0542062",Uni.,2014,2014-01-17,25000000.0,134202565.0,153733800.0,19531235.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
No Strings Attached,108.0,"['Comedy', 'Romance']",6.2,197663.0,nm0718645,"nm2057975,nm0759986",Par.,2011,2011-01-21,25000000.0,70662220.0,149228078.0,78565858.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Riddick,119.0,"['Action', 'Adventure', 'Sci-Fi']",6.4,144821.0,nm0878638,"nm0878638,nm0923646,nm0003117",Uni.,2013,2013-09-06,38000000.0,42025135.0,94763758.0,52738623.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Hangover Part II,102.0,"['Comedy', 'Mystery']",6.5,432800.0,nm0680846,"nm0563301,nm0035905,nm0680846,nm0524190,nm0601859",WB,2011,2011-05-26,80000000.0,254464305.0,586464305.0,332000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Hop,95.0,"['Adventure', 'Animation', 'Comedy']",5.4,28893.0,nm0384722,"nm0666791,nm0202425,nm0528244",Uni.,2011,2011-04-01,63000000.0,108085305.0,188657593.0,80572288.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Table 19,87.0,"['Comedy', 'Drama', 'Romance']",5.8,22751.0,nm0998825,"nm0243233,nm0243231,nm0998825",FoxS,2017,2017-03-03,5000000.0,3614896.0,4620399.0,1005503.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
12 Strong,130.0,"['Action', 'Drama', 'History']",6.6,50155.0,nm3350420,"nm0848217,nm0185976,nm3066678",WB,2018,2018-01-19,35000000.0,45819713.0,71118378.0,25298665.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Paranoia,106.0,"['Drama', 'Thriller']",5.7,33149.0,nm0525659,"nm0355699,nm1633356,nm0277511",Rela.,2013,2013-08-16,40000000.0,7388654.0,16340767.0,8952113.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
You Again,105.0,"['Comedy', 'Family', 'Romance']",5.8,46690.0,nm0275698,nm0420596,BV,2010,2010-09-24,20000000.0,25702053.0,32838945.0,7136892.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
"I, Frankenstein",92.0,"['Action', 'Fantasy', 'Horror']",5.1,74910.0,nm0064181,"nm0064181,nm0340485,nm0791217",LGF,2014,2014-01-24,65000000.0,19075290.0,74575290.0,55500000.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Somewhere,97.0,"['Comedy', 'Drama']",6.3,40250.0,nm0001068,nm0001068,Focus,2010,2010-12-22,7000000.0,1785645.0,17023121.0,15237476.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Stone,105.0,"['Drama', 'Thriller']",5.4,38667.0,nm0192845,nm0533666,Over.,2010,2010-10-08,22000000.0,1810078.0,4065020.0,2254942.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Predators,107.0,"['Action', 'Adventure', 'Sci-Fi']",6.4,199764.0,nm0030735,"nm0514821,nm3360218,nm0859029,nm0859049",Fox,2010,2010-07-09,40000000.0,52000688.0,127234389.0,75233701.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Black Nativity,93.0,"['Drama', 'Family', 'Music']",4.6,1901.0,nm0501435,"nm0400745,nm0501435",FoxS,2013,2013-11-27,17500000.0,7018188.0,7285135.0,266947.0,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
The Wolverine,126.0,"['Action', 'Adventure', 'Sci-Fi']",6.7,401286.0,nm0003506,"nm0093560,nm0291082",Fox,2013,2013-07-26,115000000.0,132556852.0,416456852.0,283900000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Arthur Christmas,97.0,"['Adventure', 'Animation', 'Comedy']",7.1,45439.0,"nm0809877,nm0176905","nm0063165,nm0809877",Sony,2011,2011-11-23,85000000.0,46462469.0,149717124.0,103254655.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brick Mansions,90.0,"['Action', 'Crime']",5.7,37528.0,nm0216214,"nm0000108,nm1098947,nm3375122",Rela.,2014,2014-04-25,28000000.0,20396829.0,73421224.0,53024395.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Big Miracle,107.0,"['Biography', 'Drama', 'Family']",6.5,17585.0,nm0477129,"nm0024856,nm0066764,nm2502224",Uni.,2012,2012-02-03,40000000.0,20157300.0,25268680.0,5111380.0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
The Pirates! Band of Misfits,88.0,"['Adventure', 'Animation', 'Comedy']",6.7,41958.0,"nm0627920,nm0520485",nm2704527,Sony,2012,2012-04-27,55000000.0,31051126.0,136143605.0,105092479.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
