primary_title,runtime_minutes,genres,average_rating,num_votes,directors,writers,studio,year,release_date,production_budget,domestic_gross,worldwide_gross,foreign_gross,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,music,musical,mystery,romance,sci_fi,sport,thriller,war,western
Resident Evil: Afterlife,96.0,"['Action', 'Adventure', 'Horror']",5.9,153270.0,nm0027271,nm0027271,SGem,2010,2010-09-10,57500000.0,60128566.0,295874190.0,235745624.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Zookeeper,102.0,"['Comedy', 'Family', 'Romance']",5.2,52396.0,nm0178997,"nm0048169,nm0720609,nm0416673,nm0771065,nm0740115",Sony,2011,2011-07-08,80000000.0,80360866.0,170805525.0,90444659.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Get Him to the Greek,109.0,"['Adventure', 'Comedy', 'Music']",6.4,161653.0,nm0831557,"nm0831557,nm0781981",Uni.,2010,2010-06-04,40000000.0,61153526.0,91455875.0,30302349.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Edge of Darkness,117.0,"['Crime', 'Drama', 'Mystery']",6.6,84753.0,nm0132709,"nm1184258,nm0100597,nm0448392",WB,2010,2010-01-29,60000000.0,43313890.0,82812456.0,39498566.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Beautiful Boy,120.0,"['Biography', 'Drama']",7.3,30368.0,nm0886976,"nm1729294,nm0886976,nm2997310,nm2996954",Amazon,2018,2018-10-12,25000000.0,7634767.0,13031424.0,5396657.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Iron Man 2,124.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,657690.0,nm0269463,"nm0857620,nm0498278,nm1411347,nm1293367,nm0456158",Par.,2010,2010-05-07,170000000.0,312433331.0,621156389.0,308723058.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Let Me In,116.0,"['Drama', 'Fantasy', 'Horror']",7.1,107012.0,nm0716257,"nm0716257,nm0512137",Over.,2010,2010-10-01,20000000.0,12134935.0,28270399.0,16135464.0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Anchorman 2: The Legend Continues,119.0,['Comedy'],6.3,156116.0,nm0570912,"nm0002071,nm0570912",Par.,2013,2013-12-18,50000000.0,127352707.0,172185754.0,44833047.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Due Date,95.0,"['Adventure', 'Comedy']",6.5,303523.0,nm0680846,"nm0169182,nm0293139,nm1186373,nm0680846",WB,2010,2010-11-05,65000000.0,100539043.0,211739043.0,111200000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hot Tub Time Machine,101.0,"['Comedy', 'Sci-Fi']",6.4,153962.0,nm0684336,"nm0372222,nm1890845,nm1898234",MGM,2010,2010-03-26,36000000.0,50269859.0,65967750.0,15697891.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
That's My Boy,116.0,['Comedy'],5.6,83009.0,nm1890845,nm2791292,Sony,2012,2012-06-15,57500000.0,36931089.0,58085235.0,21154146.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21 Jump Street,109.0,"['Action', 'Comedy', 'Crime']",7.2,477771.0,"nm0588087,nm0520488","nm0045209,nm1706767,nm0367895,nm0004798",Sony,2012,2012-03-16,42000000.0,138447667.0,202812429.0,64364762.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Red Dawn,93.0,"['Action', 'Sci-Fi', 'Thriller']",5.4,69599.0,nm0103187,"nm0255296,nm0664920,nm0721817,nm0587518",FD,2012,2012-11-21,65000000.0,44806783.0,48164150.0,3357367.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
RoboCop,117.0,"['Action', 'Crime', 'Sci-Fi']",6.2,205798.0,nm0655683,"nm2440587,nm0627159,nm0591160",Sony,2014,2014-02-12,120000000.0,58607007.0,242981799.0,184374792.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Future,91.0,"['Drama', 'Fantasy', 'Romance']",6.2,7648.0,nm0432380,nm0432380,RAtt.,2011,2011-07-29,1000000.0,568662.0,1239174.0,670512.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Wild Target,98.0,"['Action', 'Comedy', 'Crime']",6.8,33915.0,nm0528718,"nm0185309,nm0759270",Free,2010,2010-10-29,8000000.0,109338.0,5314194.0,5204856.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Broken City,109.0,"['Crime', 'Drama', 'Thriller']",6.2,71704.0,nm0400441,nm3017566,Fox,2013,2013-01-18,35000000.0,19701164.0,34480045.0,14778881.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Your Highness,102.0,"['Adventure', 'Comedy', 'Fantasy']",5.5,92940.0,nm0337773,"nm1144419,nm0078897",Uni.,2011,2011-04-08,50000000.0,21596445.0,26121638.0,4525193.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
I Spit on Your Grave,108.0,"['Horror', 'Thriller']",6.3,68592.0,nm0003458,"nm2098346,nm0953392",Anch.,2010,2010-10-08,1750000.0,93051.0,1278471.0,1185420.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
The Tourist,103.0,"['Action', 'Adventure', 'Thriller']",6.0,206714.0,nm0003697,"nm0003697,nm0003160,nm0271501,nm1362432",Sony,2010,2010-12-10,100000000.0,67631157.0,278731369.0,211100212.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Aloha,105.0,"['Comedy', 'Drama', 'Romance']",5.4,54646.0,nm0001081,nm0001081,Sony,2015,2015-05-29,37000000.0,21052030.0,25387091.0,4335061.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Extraordinary Measures,106.0,['Drama'],6.5,15673.0,nm0891114,"nm0414608,nm2521452",CBS,2010,2010-01-22,31000000.0,12482741.0,15826984.0,3344243.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Conviction,107.0,"['Biography', 'Crime', 'Drama']",7.2,39771.0,nm0001282,nm0336861,FoxS,2010,2010-10-15,12500000.0,6797696.0,11826980.0,5029284.0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
This Is the End,107.0,"['Comedy', 'Fantasy']",6.6,360556.0,"nm1698571,nm0736622","nm0736622,nm1698571,nm1083540",Sony,2013,2013-06-12,32000000.0,101470202.0,126539117.0,25068915.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RED,111.0,"['Action', 'Comedy', 'Crime']",7.1,271570.0,nm0777881,"nm1216642,nm0388377,nm0388375,nm1979137",Sum.,2010,2010-10-15,60000000.0,90380162.0,196439693.0,106059531.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kick-Ass,117.0,"['Action', 'Comedy']",7.6,497363.0,nm0891216,"nm0963359,nm0891216,nm2092839,nm1348210",LGF,2010,2010-04-16,28000000.0,48071303.0,97531134.0,49459831.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
300: Rise of an Empire,102.0,"['Action', 'Fantasy', 'War']",6.2,262978.0,nm1729171,"nm0811583,nm0426500,nm0588340",WB,2014,2014-03-07,110000000.0,106580051.0,330780051.0,224200000.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Immortals,110.0,"['Action', 'Drama', 'Fantasy']",6.0,152992.0,nm0802248,"nm0663048,nm0663050",Rela.,2011,2011-11-11,75000000.0,83504017.0,211562435.0,128058418.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
The Man with the Iron Fists,95.0,['Action'],5.4,58185.0,nm0753526,"nm0753526,nm0744834",Uni.,2012,2012-11-02,15000000.0,15634090.0,22018988.0,6384898.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Den of Thieves,140.0,"['Action', 'Crime', 'Drama']",7.0,69648.0,nm0345615,"nm0345615,nm0771228",STX,2018,2018-01-19,30000000.0,44947622.0,80131391.0,35183769.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Sex and the City 2,146.0,"['Comedy', 'Drama', 'Romance']",4.4,69199.0,nm0455078,"nm0455078,nm0124299,nm0823015",WB (NL),2010,2010-05-27,95000000.0,95347692.0,294680778.0,199333086.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Scream 4,111.0,"['Horror', 'Mystery']",6.2,118779.0,nm0000127,nm0932078,W/Dim.,2011,2011-04-15,40000000.0,38180928.0,95989590.0,57808662.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
The Roommate,91.0,"['Drama', 'Thriller']",4.9,33062.0,nm0160157,nm1867458,SGem,2011,2011-02-04,16000000.0,37300107.0,52545707.0,15245600.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Hercules,98.0,"['Action', 'Adventure', 'Fantasy']",6.0,137287.0,nm0711840,"nm2952284,nm0818746,nm5610426",Par.,2014,2014-07-25,100000000.0,72688614.0,243388614.0,170700000.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
A Very Harold & Kumar 3D Christmas,90.0,"['Adventure', 'Comedy']",6.3,62151.0,nm0833889,"nm1375358,nm1376383",WB,2011,2011-11-04,20000000.0,35061031.0,36265745.0,1204714.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Devil's Double,109.0,"['Biography', 'Drama', 'Thriller']",7.1,58342.0,nm0848414,"nm0859241,nm2205151,nm0714460",LGF,2011,2011-07-29,19100000.0,1361512.0,5965646.0,4604134.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Venom,112.0,"['Action', 'Sci-Fi', 'Thriller']",6.7,275406.0,nm0281508,"nm0684374,nm0003298,nm0545150,nm0568825,nm2163440",Sony,2018,2018-10-05,116000000.0,213511408.0,853628605.0,640117197.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
X-Men: First Class,131.0,"['Action', 'Adventure', 'Sci-Fi']",7.7,608930.0,nm0891216,"nm1005420,nm0826714,nm0963359,nm0891216,nm1417242,nm0001741,nm0456158,nm0498278",Fox,2011,2011-06-03,160000000.0,146408305.0,355408305.0,209000000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2 Guns,109.0,"['Action', 'Comedy', 'Crime']",6.7,182025.0,nm0466349,"nm1398578,nm1556427",Uni.,2013,2013-08-02,61000000.0,75612460.0,132493015.0,56880555.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Spy Next Door,94.0,"['Action', 'Comedy', 'Family']",5.5,36767.0,nm0505152,"nm0077080,nm0007079,nm0201304",LGF,2010,2010-01-15,28000000.0,24307106.0,46752858.0,22445752.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Tempest,110.0,"['Comedy', 'Drama', 'Fantasy']",5.4,7073.0,nm0853380,"nm0853380,nm0000636",Mira.,2010,2010-12-10,20000000.0,277943.0,277943.0,0.0,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Looper,113.0,"['Action', 'Crime', 'Drama']",7.4,500595.0,nm0426059,nm0426059,TriS,2012,2012-09-28,30000000.0,66486205.0,170466405.0,103980200.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Madagascar 3: Europe's Most Wanted,93.0,"['Adventure', 'Animation', 'Comedy']",6.8,146858.0,"nm0569891,nm0970447,nm0201509","nm0201509,nm0000876,nm0123666,nm0405190,nm0569891,nm0794252,nm1129905,nm2593444",P/DW,2012,2012-06-08,145000000.0,216391482.0,746921271.0,530529789.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Date Night,88.0,"['Comedy', 'Crime', 'Romance']",6.3,144683.0,nm0506613,nm0458441,Fox,2010,2010-04-09,55000000.0,98711404.0,152269033.0,53557629.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Easy A,92.0,"['Comedy', 'Drama', 'Romance']",7.1,330125.0,nm0323239,nm1421629,SGem,2010,2010-09-17,8000000.0,58401464.0,76200721.0,17799257.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Bad Teacher,92.0,"['Comedy', 'Romance']",5.7,181189.0,nm0440458,"nm1969144,nm1072409",Sony,2011,2011-06-24,19000000.0,100292856.0,215448997.0,115156141.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Social Network,120.0,"['Biography', 'Drama']",7.7,568578.0,nm0000399,"nm0815070,nm0583826",Sony,2010,2010-10-01,40000000.0,96962694.0,224922135.0,127959441.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Cats & Dogs: The Revenge of Kitty Galore,82.0,"['Action', 'Comedy', 'Family']",4.3,12642.0,nm0679031,"nm1943855,nm0070368,nm0720135,nm0275629",WB,2010,2010-07-30,85000000.0,43585753.0,113026383.0,69440630.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Evil Dead,91.0,"['Fantasy', 'Horror', 'Thriller']",6.5,146399.0,nm1793079,"nm1793079,nm2140186,nm0000600",TriS,2013,2013-04-05,17000000.0,54239856.0,97778356.0,43538500.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
Ghostbusters,116.0,"['Action', 'Comedy', 'Fantasy']",5.2,186788.0,nm0082450,"nm1767754,nm0082450,nm0718645,nm0000101,nm0000601",Sony,2016,2016-07-15,144000000.0,128350574.0,229008658.0,100658084.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Teenage Mutant Ninja Turtles,101.0,"['Action', 'Adventure', 'Comedy']",5.8,192220.0,nm0509448,"nm0032227,nm0625858,nm2489193,nm0481990,nm0247653",Par.,2014,2014-08-08,125000000.0,191204754.0,485004754.0,293800000.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Warrior,140.0,"['Drama', 'Sport']",8.2,403755.0,nm0640334,"nm0640334,nm3294574,nm0233561",LGF,2011,2011-09-09,25000000.0,13657115.0,24215385.0,10558270.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
How to Be Single,110.0,"['Comedy', 'Drama', 'Romance']",6.1,74329.0,nm0228542,"nm0463359,nm0799050,nm1401416,nm0875710",WB (NL),2016,2016-02-12,37000000.0,46843513.0,100003780.0,53160267.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Last Song,107.0,"['Drama', 'Music', 'Romance']",6.0,74914.0,nm1455688,"nm0817023,nm3491486",BV,2010,2010-03-31,20000000.0,62950384.0,92678948.0,29728564.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
The Watch,102.0,"['Action', 'Comedy', 'Horror']",5.7,115757.0,nm1676223,"nm2972864,nm0736622,nm1698571",Fox,2012,2012-07-27,55000000.0,34353000.0,67130045.0,32777045.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Pirates of the Caribbean: On Stranger Tides,136.0,"['Action', 'Adventure', 'Fantasy']",6.6,447624.0,nm0551128,"nm0254645,nm0744429,nm0064181,nm0938684,nm0694627",BV,2011,2011-05-20,410600000.0,241063875.0,1045663875.0,804600000.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Iron Man 3,130.0,"['Action', 'Adventure', 'Sci-Fi']",7.2,692794.0,nm0000948,"nm1510800,nm0000948,nm0498278,nm1411347,nm1293367,nm0456158,nm1979137,nm2137463",BV,2013,2013-05-03,200000000.0,408992272.0,1215392272.0,806400000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Kung Fu Panda 2,90.0,"['Action', 'Adventure', 'Animation']",7.2,228465.0,nm0950775,"nm0008743,nm0074184,nm0717550,nm0903456",P/DW,2011,2011-05-26,150000000.0,165249063.0,664837547.0,499588484.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogi Bear,80.0,"['Adventure', 'Animation', 'Comedy']",4.6,18934.0,nm0108094,"nm0893262,nm0827985,nm0178589,nm0053484,nm0360253",WB,2010,2010-12-17,80000000.0,100246011.0,204774690.0,104528679.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Our Family Wedding,103.0,"['Comedy', 'Romance']",4.9,6417.0,nm0266622,"nm0174806,nm1173259,nm0266622",FoxS,2010,2010-03-12,14000000.0,20255281.0,21410546.0,1155265.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mars Needs Moms,88.0,"['Adventure', 'Animation', 'Family']",5.4,19823.0,nm0920425,"nm0920425,nm3352441,nm0106455",BV,2011,2011-03-11,150000000.0,21392758.0,39549758.0,18157000.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
50/50,100.0,"['Comedy', 'Drama', 'Romance']",7.7,300475.0,nm1349522,nm1672425,Sum.,2011,2011-09-30,8000000.0,35016118.0,41334735.0,6318617.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Seeking a Friend for the End of the World,101.0,"['Adventure', 'Comedy', 'Drama']",6.7,102047.0,nm1032521,nm1032521,Focus,2012,2012-06-22,10000000.0,7078738.0,11766959.0,4688221.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Animal Kingdom,113.0,"['Crime', 'Drama']",7.3,51576.0,nm2391575,nm2391575,SPC,2010,2010-08-13,4200000.0,1044039.0,8078683.0,7034644.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Devil,80.0,"['Horror', 'Mystery', 'Thriller']",6.2,122080.0,nm0235719,"nm0625198,nm0796117",Uni.,2010,2010-09-17,10000000.0,33679655.0,63354114.0,29674459.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
There Be Dragons,122.0,"['Biography', 'Drama', 'War']",5.8,4326.0,nm0423646,nm0423646,Gold.,2011,2011-05-06,36000000.0,1069334.0,4020990.0,2951656.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Rise of the Planet of the Apes,105.0,"['Action', 'Drama', 'Sci-Fi']",7.6,473020.0,nm1012501,"nm0415425,nm0798646,nm0099541",Fox,2011,2011-08-05,93000000.0,176760185.0,470986200.0,294226015.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
It's a Wonderful Afterlife,100.0,"['Comedy', 'Drama', 'Fantasy']",5.4,1361.0,nm0149446,"nm0149446,nm0074488",UTV,2010,2010-10-08,10000000.0,0.0,1642939.0,1642939.0,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
The Last Exorcism,87.0,"['Drama', 'Horror', 'Thriller']",5.6,45815.0,nm0821844,"nm1428204,nm0348640",LGF,2010,2010-08-27,1800000.0,41034350.0,70165900.0,29131550.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
The Expendables,103.0,"['Action', 'Adventure', 'Thriller']",6.5,307897.0,nm0000230,"nm1709264,nm0000230",LGF,2010,2010-08-13,82000000.0,103068524.0,268268174.0,165199650.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Gulliver's Travels,85.0,"['Adventure', 'Comedy', 'Family']",4.9,61178.0,nm1224299,"nm0830294,nm0831557,nm0842605",Fox,2010,2010-12-25,112000000.0,42779261.0,232017848.0,189238587.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Death at a Funeral,92.0,['Comedy'],5.7,42042.0,nm0001438,nm1918877,SGem,2010,2010-04-16,21000000.0,42739347.0,48977233.0,6237886.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Beaver,91.0,['Drama'],6.7,45173.0,nm0000149,nm3189831,Sum.,2011,2011-05-06,21000000.0,970816.0,5046038.0,4075222.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Gangster Squad,113.0,"['Action', 'Crime', 'Drama']",6.7,195560.0,nm0281508,"nm3263825,nm4624299",WB,2013,2013-01-11,60000000.0,46000903.0,104100903.0,58100000.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
August: Osage County,121.0,"['Comedy', 'Drama']",7.2,79383.0,nm0920274,nm0504832,Wein.,2013,2013-12-25,25000000.0,37738810.0,50738810.0,13000000.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Going the Distance,102.0,"['Comedy', 'Romance']",6.3,54421.0,nm0123379,nm3192484,WB (NL),2010,2010-09-03,32000000.0,17804299.0,43603990.0,25799691.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Despicable Me,95.0,"['Animation', 'Comedy', 'Family']",7.7,464511.0,"nm1853544,nm0719208","nm0666791,nm0202425,nm0655053",Uni.,2010,2010-07-09,69000000.0,251513985.0,543464573.0,291950588.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Twilight Saga: Eclipse,124.0,"['Adventure', 'Drama', 'Fantasy']",5.0,211733.0,nm1720541,"nm0742279,nm2769412",Sum.,2010,2010-06-30,68000000.0,300531751.0,706102828.0,405571077.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
The Lucky One,101.0,"['Drama', 'Romance']",6.5,94359.0,nm0382956,"nm3391497,nm0817023",WB,2012,2012-04-20,25000000.0,60457138.0,96633833.0,36176695.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Lee Daniels' The Butler,132.0,"['Biography', 'Drama']",7.2,102468.0,nm0200005,"nm0834960,nm1665973",Wein.,2013,2013-08-16,30000000.0,116632095.0,177025498.0,60393403.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Movie 43,94.0,['Comedy'],4.3,92980.0,"nm2086105,nm1158962,nm2455747,nm0348181,nm0268380,nm0006969,nm0711840,nm0109359,nm0139867,nm0192090,nm0001162,nm1743387,nm0644022","nm2415313,nm2326580,nm0088546,nm3913565,nm2455747,nm3287345,nm3666380,nm5621285,nm5621400,nm5621376,nm0137800,nm1743387,nm2032481,nm1158962,nm0765563,nm1856892,nm0698119,nm0348181,nm0644022,nm2695453",Rela.,2013,2013-01-25,10000000.0,8840453.0,31164747.0,22324294.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Never Let Me Go,103.0,"['Drama', 'Romance', 'Sci-Fi']",7.1,130084.0,nm0738796,"nm0410958,nm0307497",FoxS,2010,2010-09-15,15000000.0,2434652.0,11173718.0,8739066.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Arthur,110.0,"['Comedy', 'Romance']",5.7,49013.0,nm0934864,"nm0063165,nm0330619",WB,2011,2011-04-08,40000000.0,33035397.0,47787943.0,14752546.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
47 Ronin,128.0,"['Action', 'Adventure', 'Drama']",6.3,135754.0,nm0727754,"nm0604555,nm0024925,nm1023578",Uni.,2013,2013-12-25,175000000.0,38362475.0,151716815.0,113354340.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Rock of Ages,123.0,"['Comedy', 'Drama', 'Musical']",5.9,69910.0,nm0788202,"nm0857620,nm0195476,nm1615610",WB (NL),2012,2012-06-15,70000000.0,38518613.0,61031932.0,22513319.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Cyrus,91.0,"['Comedy', 'Drama', 'Romance']",6.3,32457.0,"nm0243231,nm0243233","nm0243233,nm0243231",FoxS,2010,2010-06-18,7000000.0,7468936.0,10062896.0,2593960.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Terminator Genisys,126.0,"['Action', 'Adventure', 'Sci-Fi']",6.4,234615.0,nm0851930,"nm0436164,nm0527261,nm0000116,nm0005036",Par.,2015,2015-07-01,155000000.0,89760956.0,432150894.0,342389938.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tinker Tailor Soldier Spy,122.0,"['Drama', 'Mystery', 'Thriller']",7.1,174890.0,nm0019247,"nm2091799,nm1661186,nm0494170",Focus,2011,2011-12-09,21000000.0,24149393.0,81452811.0,57303418.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
Four Lions,97.0,"['Comedy', 'Crime', 'Drama']",7.3,66209.0,nm0606439,"nm0606439,nm1095060,nm1104036,nm1006581",Drft.,2010,2010-11-05,3750000.0,310007.0,2436111.0,2126104.0,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
How Do You Know,121.0,"['Comedy', 'Drama', 'Romance']",5.4,41072.0,nm0000985,nm0000985,Sony,2010,2010-12-17,120000000.0,30212620.0,49628177.0,19415557.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Great Gatsby,143.0,"['Drama', 'Romance']",7.3,433165.0,nm0525303,"nm0525303,nm0668902,nm0280234",WB,2013,2013-05-10,190000000.0,144840419.0,351040419.0,206200000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Dredd,95.0,"['Action', 'Crime', 'Sci-Fi']",7.1,234616.0,nm0871428,"nm0905957,nm0264338,nm0307497",LGF,2012,2012-09-21,45000000.0,13414714.0,41467606.0,28052892.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Dark Knight Rises,164.0,"['Action', 'Thriller']",8.4,1387769.0,nm0634240,"nm0634300,nm0634240,nm0333060,nm0004170",WB,2012,2012-07-20,275000000.0,448139099.0,1084439099.0,636300000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Jack the Giant Slayer,114.0,"['Adventure', 'Fantasy']",6.3,123127.0,nm0001741,"nm0501359,nm0003160,nm0836081,nm0229694",WB (NL),2013,2013-03-01,195000000.0,65187603.0,197687603.0,132500000.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
If I Stay,107.0,"['Drama', 'Fantasy', 'Music']",6.8,107625.0,nm0191712,"nm0189272,nm3259208",WB (NL),2014,2014-08-22,11000000.0,50474843.0,78356170.0,27881327.0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
